merchant_id,merchant_name,merchant_category,merchant_size,onboarding_date,merchant_status,settlement_cycle,registered_governorate,registered_city
M03913,Prime Health 3913,Healthcare,Medium,2025-06-22,Active,T+0,Giza,Faisal
M03914,Sun Tech 3914,Electronics,Medium,2022-12-03,Active,T+0,Sharqia,Zagazig
M03915,Elite Wear 3915,Fashion,Enterprise,2023-01-28,Active,T+2,Cairo,Mokattam
M03916,Nova Transit 3916,Transportation,Micro,2023-11-26,Active,T+1,Monufia,Menouf - Central
M03917,Prime Academy 3917,Education,Small,2021-08-21,Active,T+2,Cairo,New Cairo
M03918,Metro Kitchen 3918,Restaurants,Small,2022-04-09,Active,T+0,Cairo,Ain Shams
M03919,Lotus Connect 3919,Telecom,Small,2024-01-23,Active,T+0,Beheira,Rashid - Central
M03920,Pyramid Transit 3920,Transportation,Micro,2022-05-09,Active,T+1,South Sinai,Sharm El Sheikh
M03921,Quick Learning 3921,Education,Medium,2022-03-10,Active,T+1,Gharbia,Zefta
M03922,Lotus Care 3922,Pharmacy,Micro,2026-01-05,Active,T+2,Sharqia,Zagazig
M03923,Urban Foods 3923,Grocery,Medium,2022-10-02,Active,T+2,Giza,Haram - Central
M03924,Cairo Kitchen 3924,Restaurants,Medium,2023-08-20,Active,T+2,Dakahlia,Aga - Central
M03925,Urban Market 3925,Grocery,Medium,2023-05-30,Active,T+2,Giza,Haram - Central
M03926,Blue Mart 3926,Grocery,Micro,2021-12-01,Active,T+2,Beheira,Nubaria - Central
M03927,Lotus Market 3927,Grocery,Small,2025-05-12,Active,T+1,Cairo,Nasr City
M03928,Delta Mart 3928,Grocery,Micro,2026-02-19,Active,T+2,Alexandria,Smouha
M03929,Pyramid Online 3929,E-Commerce,Micro,2022-05-13,Active,T+0,Alexandria,Agami
M03930,Smart Learning 3930,Education,Medium,2021-03-06,Active,T+0,Sharqia,Zagazig - Central
M03931,Sun Learning 3931,Education,Small,2022-12-27,Active,T+1,Dakahlia,Mit Ghamr - Central
M03932,Metro Market 3932,Grocery,Small,2023-07-08,Active,T+1,Alexandria,Borg El Arab - Central
M03933,Lotus Mobile 3933,Telecom,Micro,2023-01-14,Active,T+0,Cairo,New Cairo - Central
M03934,Lotus Mart 3934,Grocery,Micro,2021-02-27,Active,T+1,Giza,Sheikh Zayed
M03935,Green Transit 3935,Transportation,Medium,2022-02-03,Active,T+1,Cairo,Ain Shams - Central
M03936,Sun Bites 3936,Restaurants,Micro,2023-04-04,Active,T+0,Giza,6th of October - Central
M03937,Nile Cafe 3937,Restaurants,Medium,2021-06-09,Active,T+1,Gharbia,El Mahalla El Kubra - Central
M03938,Golden Pharmacy 3938,Pharmacy,Micro,2022-07-02,Active,T+1,Giza,Imbaba - Central
M03939,Lotus Ride 3939,Transportation,Small,2023-11-06,Active,T+2,Gharbia,Tanta - Central
M03940,Family Cinema 3940,Entertainment,Medium,2025-12-31,Active,T+0,Dakahlia,Mansoura
M03941,Family Tech 3941,Electronics,Small,2024-02-29,Active,T+1,Sohag,Akhmim
M03942,Delta Pharmacy 3942,Pharmacy,Small,2023-05-13,Active,T+1,Gharbia,Zefta
M03943,Elite Foods 3943,Grocery,Small,2022-12-20,Active,T+1,Giza,Imbaba - Central
M03944,Delta Ride 3944,Transportation,Medium,2022-03-28,Active,T+1,Dakahlia,Mansoura
M03945,Elite Cafe 3945,Restaurants,Micro,2023-03-22,Active,T+1,Assiut,New Assiut
M03946,Nile Online 3946,E-Commerce,Micro,2021-11-28,Active,T+1,Giza,Imbaba
M03947,Lotus Transit 3947,Transportation,Micro,2022-07-26,Active,T+1,Sohag,Girga
M03948,Royal Mart 3948,Grocery,Medium,2022-04-17,Active,T+2,Cairo,Maadi - Central
M03949,Family Academy 3949,Education,Small,2022-05-10,Active,T+0,Assiut,Assiut
M03950,Metro Style 3950,Fashion,Enterprise,2022-10-07,Active,T+1,Minya,Minya - Central
M03951,Smart Cafe 3951,Restaurants,Micro,2021-08-23,Active,T+1,Assiut,New Assiut - Central
M03952,Lotus Foods 3952,Grocery,Small,2025-11-28,Active,T+1,Qena,Qena
M03953,Golden Style 3953,Fashion,Medium,2023-02-16,Active,T+0,Cairo,Maadi - Central
M03954,Cairo Care 3954,Pharmacy,Micro,2024-11-07,Active,T+0,Cairo,Mokattam - Central
M03955,Quick Tech 3955,Electronics,Micro,2024-11-30,Active,T+2,South Sinai,Dahab
M03956,Delta Transit 3956,Transportation,Micro,2024-03-15,Active,T+2,Alexandria,Sidi Gaber - Central
M03957,Sun Transit 3957,Transportation,Small,2023-08-26,Active,T+1,Giza,Sheikh Zayed - Central
M03958,Sun Ride 3958,Transportation,Small,2024-02-11,Active,T+1,Cairo,Shubra
M03959,Pyramid Style 3959,Fashion,Medium,2022-12-20,Active,T+2,Sharqia,Abu Hammad - Central
M03960,Family Cafe 3960,Restaurants,Micro,2025-04-22,Active,T+0,Cairo,Nasr City
M03961,Royal Electronics 3961,Electronics,Small,2024-03-02,Active,T+1,Cairo,Maadi
M03962,Lotus Mart 3962,Grocery,Medium,2023-10-28,Active,T+2,Suez,Ain Sokhna
M03963,Nova Cinema 3963,Entertainment,Micro,2021-12-27,Active,T+1,Qena,Qena
M03964,Prime Mart 3964,Grocery,Micro,2023-06-12,Active,T+1,South Sinai,Dahab
M03965,Delta Care 3965,Pharmacy,Enterprise,2022-12-16,Active,T+1,Cairo,Nasr City - Central
M03966,Nova Tech 3966,Electronics,Enterprise,2025-02-15,Active,T+2,Cairo,Downtown
M03967,Metro Bites 3967,Restaurants,Medium,2023-06-23,Active,T+1,Cairo,Heliopolis
M03968,Sun Kitchen 3968,Restaurants,Small,2021-12-13,Active,T+1,Qena,Qena
M03969,Green Style 3969,Fashion,Micro,2023-12-13,Active,T+1,Alexandria,Miami
M03970,Nile Online 3970,E-Commerce,Small,2024-07-04,Active,T+1,Sharqia,Abu Hammad - Central
M03971,Elite Online 3971,E-Commerce,Micro,2021-01-31,Active,T+1,Sharqia,Zagazig - Central
M03972,Urban Foods 3972,Grocery,Micro,2022-04-08,Active,T+1,Cairo,Nasr City
M03973,Nile Mobile 3973,Telecom,Small,2024-09-02,Active,T+1,Alexandria,Smouha - Central
M03974,Royal Care 3974,Pharmacy,Medium,2023-03-07,Active,T+1,Alexandria,Agami
M03975,Nova Transit 3975,Transportation,Small,2023-12-09,Active,T+1,Cairo,Shubra
M03976,Nova Transit 3976,Transportation,Medium,2023-12-20,Active,T+2,Cairo,Shubra
M03977,Family Ride 3977,Transportation,Small,2025-11-09,Temporarily Suspended,T+1,Giza,Imbaba - Central
M03978,Metro Market 3978,Grocery,Small,2023-09-30,Active,T+2,Cairo,Maadi - Central
M03979,Urban Fun 3979,Entertainment,Micro,2021-08-25,Active,T+0,Cairo,Maadi
M03980,Golden Mart 3980,Grocery,Medium,2025-11-12,Offboarded,T+1,Luxor,Luxor
M03981,Metro Market 3981,Grocery,Micro,2025-05-19,Active,T+1,Giza,Imbaba - Central
M03982,Urban Wear 3982,Fashion,Micro,2023-07-04,Active,T+1,Beheira,Rashid - Central
M03983,Family Style 3983,Fashion,Micro,2022-04-13,Active,T+1,Sharqia,Zagazig
M03984,Green Bites 3984,Restaurants,Micro,2023-08-19,Active,T+1,Gharbia,Tanta
M03985,Urban Wear 3985,Fashion,Small,2023-03-09,Active,T+1,Gharbia,Kafr El Zayat
M03986,Royal Foods 3986,Grocery,Medium,2023-09-15,Active,T+0,Alexandria,Borg El Arab
M03987,Blue Kitchen 3987,Restaurants,Small,2025-07-18,Active,T+1,Qalyubia,Qalyub
M03988,Nile Style 3988,Fashion,Enterprise,2022-11-27,Active,T+1,Alexandria,Smouha - Central
M03989,Pyramid Connect 3989,Telecom,Small,2021-02-12,Temporarily Suspended,T+1,Kafr El Sheikh,Baltim
M03990,Prime Pharmacy 3990,Pharmacy,Micro,2021-01-15,Active,T+0,Cairo,Ain Shams - Central
M03991,Quick Kitchen 3991,Restaurants,Micro,2023-11-16,Active,T+0,Dakahlia,Talkha - Central
M03992,Green Connect 3992,Telecom,Small,2022-09-01,Active,T+0,Ismailia,Ismailia - Central
M03993,Nile Ride 3993,Transportation,Medium,2024-12-11,Active,T+1,Beheira,Damanhur - Central
M03994,Metro Bites 3994,Restaurants,Micro,2022-12-13,Active,T+0,Beheira,Rashid - Central
M03995,Metro Bites 3995,Restaurants,Micro,2021-03-29,Active,T+2,Alexandria,Stanley - Central
M03996,Prime Store 3996,E-Commerce,Micro,2025-11-18,Active,T+1,Kafr El Sheikh,Baltim
M03997,Golden Pharmacy 3997,Pharmacy,Enterprise,2024-12-13,Active,T+2,Qalyubia,Khanka
M03998,Cairo Ride 3998,Transportation,Medium,2023-11-30,Active,T+1,Giza,6th of October - Central
M03999,Green Style 3999,Fashion,Small,2022-09-10,Active,T+1,Cairo,Heliopolis - Central
M04000,Metro Transit 4000,Transportation,Micro,2024-12-08,Active,T+1,Damietta,Ras El Bar
M04001,Elite Tech 4001,Electronics,Micro,2023-03-10,Active,T+1,Luxor,Esna
M04002,Green Wear 4002,Fashion,Micro,2022-12-18,Active,T+1,Cairo,Shubra - Central
M04003,Quick Foods 4003,Grocery,Medium,2022-05-12,Active,T+1,Cairo,Mokattam
M04004,Nova Wear 4004,Fashion,Micro,2023-11-22,Active,T+0,Cairo,Mokattam
M04005,Sun Foods 4005,Grocery,Micro,2024-08-23,Active,T+2,Sharqia,Abu Hammad
M04006,Prime Ride 4006,Transportation,Small,2024-07-14,Active,T+1,Giza,Mohandessin
M04007,Urban Wear 4007,Fashion,Micro,2024-12-19,Active,T+0,Gharbia,Kafr El Zayat - Central
M04008,Blue Style 4008,Fashion,Small,2025-02-27,Active,T+0,Beni Suef,New Beni Suef - Central
M04009,Smart Style 4009,Fashion,Small,2021-08-26,Active,T+1,New Valley,Dakhla
M04010,Family Online 4010,E-Commerce,Micro,2022-04-04,Active,T+1,Damietta,New Damietta - Central
M04011,Elite Kitchen 4011,Restaurants,Small,2024-12-07,Active,T+0,Alexandria,Miami
M04012,Smart Wear 4012,Fashion,Micro,2021-04-19,Active,T+2,Cairo,Nasr City
M04013,Smart Pharmacy 4013,Pharmacy,Micro,2021-09-10,Active,T+1,Aswan,Kom Ombo
M04014,Nova Mart 4014,Grocery,Enterprise,2023-09-17,Active,T+1,Dakahlia,Aga - Central
M04015,Sun Clinic 4015,Healthcare,Medium,2022-02-25,Active,T+1,Cairo,Ain Shams - Central
M04016,Smart Connect 4016,Telecom,Enterprise,2024-07-09,Active,T+1,Qalyubia,Banha
M04017,Urban Ride 4017,Transportation,Micro,2021-09-07,Active,T+0,Giza,Imbaba
M04018,Blue Learning 4018,Education,Micro,2024-09-26,Active,T+1,Port Said,Port Said
M04019,Elite Fuel 4019,Fuel,Small,2021-10-27,Active,T+1,Dakahlia,Mansoura
M04020,Lotus Cinema 4020,Entertainment,Micro,2023-08-15,Active,T+1,Giza,Faisal
M04021,Smart Ride 4021,Transportation,Micro,2023-05-24,Active,T+0,Cairo,Maadi - Central
M04022,Sun Store 4022,E-Commerce,Micro,2023-12-24,Active,T+1,Assiut,New Assiut - Central
M04023,Green Market 4023,Grocery,Micro,2024-07-05,Active,T+2,Beni Suef,Nasser - Central
M04024,Green Tech 4024,Electronics,Micro,2023-07-27,Active,T+1,Gharbia,Tanta
M04025,Metro Fuel 4025,Fuel,Micro,2023-12-03,Active,T+1,Dakahlia,Talkha - Central
M04026,Elite Online 4026,E-Commerce,Small,2023-09-08,Active,T+2,Giza,Faisal - Central
M04027,Nova Transit 4027,Transportation,Micro,2022-04-28,Active,T+1,Dakahlia,Aga
M04028,Nova Fun 4028,Entertainment,Small,2021-12-22,Active,T+2,Assiut,Assiut - Central
M04029,Delta Bites 4029,Restaurants,Small,2024-12-28,Active,T+1,Gharbia,Tanta
M04030,Metro Foods 4030,Grocery,Enterprise,2024-04-15,Active,T+2,Aswan,Kom Ombo
M04031,Delta Bites 4031,Restaurants,Small,2023-11-03,Active,T+1,Giza,Sheikh Zayed
M04032,Cairo Mart 4032,Grocery,Medium,2024-11-14,Active,T+1,South Sinai,Dahab
M04033,Quick Fun 4033,Entertainment,Micro,2021-08-22,Active,T+1,Qalyubia,Obour - Central
M04034,Metro Station 4034,Fuel,Small,2021-06-19,Active,T+0,Cairo,Mokattam
M04035,Elite Bites 4035,Restaurants,Micro,2022-12-29,Active,T+1,Gharbia,Tanta
M04036,Nova Transit 4036,Transportation,Micro,2021-03-24,Active,T+1,Cairo,Maadi
M04037,Delta Cinema 4037,Entertainment,Small,2023-05-14,Active,T+0,Cairo,Ain Shams
M04038,Nile Market 4038,Grocery,Micro,2023-11-04,Active,T+1,Monufia,Shebin El Kom - Central
M04039,Prime Market 4039,Grocery,Small,2022-08-21,Active,T+1,Giza,Dokki
M04040,Royal Electronics 4040,Electronics,Small,2024-03-06,Active,T+2,Dakahlia,Mansoura - Central
M04041,Prime Health 4041,Healthcare,Micro,2023-09-03,Active,T+1,Giza,Haram - Central
M04042,Lotus Clinic 4042,Healthcare,Micro,2021-09-28,Active,T+0,Qalyubia,Qalyub
M04043,Delta Ride 4043,Transportation,Medium,2023-07-21,Active,T+2,Giza,6th of October - Central
M04044,Delta Kitchen 4044,Restaurants,Micro,2024-12-01,Active,T+1,Qalyubia,Banha
M04045,Sun Fun 4045,Entertainment,Medium,2022-04-09,Active,T+1,Cairo,Maadi - Central
M04046,Nova Mart 4046,Grocery,Micro,2024-01-18,Active,T+1,Sohag,Akhmim
M04047,Family Store 4047,E-Commerce,Small,2023-03-14,Active,T+2,Sohag,Girga
M04048,Nova Store 4048,E-Commerce,Micro,2021-05-24,Active,T+1,Beheira,Rashid
M04049,Smart Foods 4049,Grocery,Micro,2022-05-02,Active,T+0,Cairo,Mokattam - Central
M04050,Nova Kitchen 4050,Restaurants,Small,2022-12-14,Active,T+1,New Valley,Kharga
M04051,Royal Academy 4051,Education,Enterprise,2024-02-17,Active,T+2,Gharbia,El Mahalla El Kubra - Central
M04052,Golden Cafe 4052,Restaurants,Medium,2021-05-06,Active,T+1,Suez,Suez
M04053,Metro Kitchen 4053,Restaurants,Micro,2022-05-04,Active,Unknown,Alexandria,Miami
M04054,Green Ride 4054,Transportation,Micro,2023-06-11,Active,T+1,Minya,Minya
M04055,Blue Academy 4055,Education,Micro,2022-08-13,Active,T+0,Suez,Suez
M04056,Smart Learning 4056,Education,Small,2022-07-20,Active,T+1,Cairo,Shubra
M04057,Cairo Foods 4057,Grocery,Micro,2023-01-08,Active,T+1,Dakahlia,Mit Ghamr
M04058,Green Clinic 4058,Healthcare,Small,2021-10-03,Active,T+0,Cairo,Mokattam
M04059,Blue Mobile 4059,Telecom,Micro,2022-05-08,Active,T+1,Giza,Faisal - Central
M04060,Blue Market 4060,Grocery,Small,2022-03-13,Active,T+2,Cairo,Nasr City
M04061,Delta Station 4061,Fuel,Micro,2024-12-28,Active,T+0,Giza,Sheikh Zayed - Central
M04062,Smart Connect 4062,Telecom,Medium,2026-01-11,Active,T+0,Gharbia,Zefta
M04063,Delta Transit 4063,Transportation,Micro,2021-12-14,Active,T+0,Monufia,Sadat City
M04064,Nova Mart 4064,Grocery,Small,2025-01-25,Active,T+2,Gharbia,Tanta - Central
M04065,Green Academy 4065,Education,Micro,2021-12-24,Active,T+1,Minya,Minya
M04066,Royal Mobile 4066,Telecom,Small,2023-12-07,Active,T+1,Qalyubia,Qalyub - Central
M04067,Prime Foods 4067,Grocery,Small,2022-05-01,Active,T+1,Cairo,Nasr City
M04068,Golden Care 4068,Pharmacy,Micro,2022-05-21,Active,T+0,Damietta,Ras El Bar
M04069,Delta Pharmacy 4069,Pharmacy,Micro,2021-02-20,Active,T+1,Alexandria,Borg El Arab
M04070,Royal Pharmacy 4070,Pharmacy,Small,2024-11-21,Active,T+1,Giza,Sheikh Zayed - Central
M04071,Golden Market 4071,Grocery,Small,2022-04-28,Active,T+1,Kafr El Sheikh,Sidi Salem - Central
M04072,Smart Online 4072,E-Commerce,Medium,2023-11-18,Active,T+1,Cairo,Ain Shams
M04073,Urban Online 4073,E-Commerce,Micro,2023-05-15,Active,T+2,Alexandria,Agami
M04074,Pyramid Market 4074,Grocery,Micro,2025-11-28,Temporarily Suspended,T+1,Fayoum,Sinnuris
M04075,Cairo Transit 4075,Transportation,Micro,2022-03-16,Active,T+1,Dakahlia,Aga - Central
M04076,Nova Mobile 4076,Telecom,Micro,2021-05-26,Active,T+2,Sharqia,Zagazig
M04077,Pyramid Store 4077,E-Commerce,Small,2021-04-03,Active,T+0,Giza,Faisal - Central
M04078,Family Store 4078,E-Commerce,Micro,2022-12-07,Active,T+1,Minya,Minya
M04079,Golden Electronics 4079,Electronics,Micro,2025-02-10,Active,T+1,Sharqia,Zagazig
M04080,Pyramid Care 4080,Pharmacy,Micro,2024-10-31,Active,T+1,Giza,Dokki
M04081,Golden Fun 4081,Entertainment,Micro,2022-05-18,Active,T+0,Cairo,Maadi - Central
M04082,Urban Pharmacy 4082,Pharmacy,Small,2024-10-27,Active,T+1,Cairo,Heliopolis - Central
M04083,Nova Care 4083,Pharmacy,Medium,2024-04-01,Active,T+1,Matrouh,Marsa Matrouh
M04084,Pyramid Electronics 4084,Electronics,Small,2022-04-17,Active,T+1,Sharqia,Minya Al Qamh - Central
M04085,Nova Online 4085,E-Commerce,Small,2023-03-19,Active,T+0,Luxor,Armant
M04086,Nova Market 4086,Grocery,Small,2026-03-25,Active,T+1,Fayoum,Ibshaway - Central
M04087,Nile Fun 4087,Entertainment,Micro,2022-09-12,Active,T+1,Dakahlia,Belqas - Central
M04088,Pyramid Mart 4088,Grocery,Enterprise,2021-07-10,Active,T+1,Gharbia,El Mahalla El Kubra
M04089,Metro Connect 4089,Telecom,Small,2024-05-22,Active,T+0,Cairo,Maadi - Central
M04090,Green Pharmacy 4090,Pharmacy,Micro,2022-07-14,Active,T+1,Minya,Beni Mazar
M04091,Lotus Foods 4091,Grocery,Enterprise,2021-08-26,Active,T+1,Qalyubia,Shubra El Kheima
M04092,Royal Market 4092,Grocery,Small,2022-12-08,Temporarily Suspended,T+2,Giza,Haram - Central
M04093,Golden Mart 4093,Grocery,Medium,2024-01-02,Active,T+2,Monufia,Sadat City
M04094,Lotus Clinic 4094,Healthcare,Medium,2024-03-25,Temporarily Suspended,T+1,Cairo,Mokattam
M04095,Urban Cinema 4095,Entertainment,Small,2022-11-04,Active,T+1,Cairo,Shubra
M04096,Cairo Station 4096,Fuel,Small,2021-01-10,Active,T+1,Alexandria,Stanley - Central
M04097,Metro Foods 4097,Grocery,Micro,2023-04-08,Active,T+1,Alexandria,Borg El Arab
M04098,Lotus Bites 4098,Restaurants,Small,2021-08-01,Active,T+1,South Sinai,Dahab
M04099,Metro Electronics 4099,Electronics,Small,2024-10-13,Active,T+1,Giza,Dokki - Central
M04100,Cairo Care 4100,Pharmacy,Small,2021-02-01,Active,T+2,Giza,Dokki - Central
M04101,Nova Ride 4101,Transportation,Medium,2025-12-03,Active,T+2,Cairo,Heliopolis
M04102,Delta Bites 4102,Restaurants,Small,2025-04-19,Active,T+0,Qena,Nag Hammadi
M04103,Sun Ride 4103,Transportation,Small,2025-06-08,Active,T+0,Cairo,Ain Shams - Central
M04104,Royal Foods 4104,Grocery,Small,2022-09-12,Active,T+1,Minya,Minya - Central
M04105,Lotus Care 4105,Pharmacy,Micro,2025-10-07,Active,T+1,Giza,Mohandessin - Central
M04106,Quick Tech 4106,Electronics,Micro,2023-06-26,Active,T+1,Assiut,Manfalut
M04107,Golden Online 4107,E-Commerce,Micro,2024-02-07,Active,T+1,Cairo,Downtown - Central
M04108,Prime Foods 4108,Grocery,Micro,2022-05-15,Active,T+1,Cairo,Mokattam
M04109,Nile Ride 4109,Transportation,Micro,2021-12-22,Active,T+1,Cairo,Downtown - Central
M04110,Elite Academy 4110,Education,Micro,2022-11-26,Active,T+1,Cairo,Heliopolis
M04111,Royal Bites 4111,Restaurants,Small,2024-04-06,Active,T+1,Dakahlia,Mit Ghamr - Central
M04112,Quick Ride 4112,Transportation,Small,2022-09-30,Active,T+1,Matrouh,El Alamein
M04113,Quick Online 4113,E-Commerce,Small,2024-01-11,Active,T+1,Cairo,Maadi - Central
M04114,Sun Fuel 4114,Fuel,Micro,2025-11-08,Active,T+1,Giza,Mohandessin
M04115,Cairo Kitchen 4115,Restaurants,Enterprise,2022-11-21,Active,T+0,Damietta,Damietta
M04116,Blue Wear 4116,Fashion,Micro,2024-05-24,Active,T+1,Giza,6th of October
M04117,Quick Wear 4117,Fashion,Medium,2021-03-15,Active,T+1,Suez,Suez
M04118,Nova Kitchen 4118,Restaurants,Small,2024-04-16,Active,T+1,Cairo,New Cairo
M04119,Elite Pharmacy 4119,Pharmacy,Micro,2023-08-21,Offboarded,T+1,Gharbia,El Mahalla El Kubra - Central
M04120,Blue Cafe 4120,Restaurants,Small,2024-06-02,Active,T+0,Cairo,Ain Shams - Central
M04121,Urban Style 4121,Fashion,Small,2022-04-14,Active,T+1,Cairo,Mokattam - Central
M04122,Nova Kitchen 4122,Restaurants,Medium,2021-08-15,Active,T+1,Luxor,Esna
M04123,Prime Cafe 4123,Restaurants,Micro,2024-07-23,Active,T+1,Damietta,New Damietta
M04124,Prime Market 4124,Grocery,Small,2022-11-13,Active,T+1,Giza,Sheikh Zayed
M04125,Nova Care 4125,Pharmacy,Small,2021-07-01,Active,T+1,Cairo,Mokattam - Central
M04126,Urban Tech 4126,Electronics,Micro,2022-08-03,Active,T+0,Dakahlia,Mansoura
M04127,Quick Mart 4127,Grocery,Small,2021-09-02,Active,T+1,Giza,Faisal
M04128,Urban Care 4128,Pharmacy,Micro,2024-01-31,Active,T+1,Giza,6th of October
M04129,Metro Kitchen 4129,Restaurants,Small,2023-12-01,Active,T+1,Cairo,Downtown - Central
M04130,Prime Market 4130,Grocery,Small,2024-05-24,Active,Unknown,Red Sea,Hurghada
M04131,Pyramid Cafe 4131,Restaurants,Micro,2022-06-13,Active,T+1,Cairo,Mokattam - Central
M04132,Blue Foods 4132,Grocery,Micro,2021-04-19,Active,T+1,Qena,Nag Hammadi
M04133,Lotus Kitchen 4133,Restaurants,Small,2021-06-21,Active,T+0,Giza,Imbaba
M04134,Elite Kitchen 4134,Restaurants,Small,2023-01-04,Active,T+2,Cairo,Mokattam - Central
M04135,Metro Cinema 4135,Entertainment,Small,2022-01-24,Active,T+1,Beni Suef,Nasser
M04136,Quick Kitchen 4136,Restaurants,Small,2022-10-11,Active,T+2,Sharqia,Minya Al Qamh
M04137,Prime Cafe 4137,Restaurants,Small,2024-09-05,Active,T+1,Minya,Beni Mazar
M04138,Elite Cinema 4138,Entertainment,Micro,2023-08-06,Active,T+0,Suez,Ain Sokhna - Central
M04139,Royal Mart 4139,Grocery,Small,2021-01-09,Active,T+0,Cairo,Mokattam
M04140,Elite Fun 4140,Entertainment,Medium,2022-02-15,Active,T+1,Giza,Haram
M04141,Pyramid Learning 4141,Education,Micro,2023-01-01,Active,T+0,Gharbia,Zefta
M04142,Pyramid Ride 4142,Transportation,Micro,2024-11-22,Active,T+1,Qalyubia,Banha
M04143,Elite Kitchen 4143,Restaurants,Small,2023-05-06,Active,T+1,Beheira,Rashid - Central
M04144,Urban Kitchen 4144,Restaurants,Micro,2023-06-09,Active,T+1,Kafr El Sheikh,Desouk
M04145,Nova Pharmacy 4145,Pharmacy,Small,2024-08-30,Active,T+0,Cairo,Ain Shams
M04146,Metro Kitchen 4146,Restaurants,Medium,2021-07-03,Active,T+1,Kafr El Sheikh,Sidi Salem - Central
M04147,Sun Store 4147,E-Commerce,Small,2022-05-08,Active,T+1,Giza,6th of October - Central
M04148,Royal Academy 4148,Education,Medium,2025-12-01,Active,T+2,Dakahlia,Belqas
M04149,Golden Market 4149,Grocery,Small,2025-02-04,Active,T+2,Cairo,Mokattam - Central
M04150,Green Market 4150,Grocery,Small,2021-02-06,Temporarily Suspended,T+1,Qalyubia,Banha - Central
M04151,Blue Care 4151,Pharmacy,Small,2023-09-15,Active,T+1,Giza,Dokki
M04152,Delta Bites 4152,Restaurants,Micro,2022-11-22,Active,T+0,Sharqia,Zagazig
M04153,Metro Wear 4153,Fashion,Medium,2021-06-21,Active,T+2,Alexandria,Agami
M04154,Nova Cafe 4154,Restaurants,Small,2024-12-14,Active,T+1,Beheira,Rashid - Central
M04155,Lotus Transit 4155,Transportation,Small,2023-06-17,Active,T+1,Giza,6th of October
M04156,Royal Foods 4156,Grocery,Micro,2024-10-20,Active,T+1,Alexandria,Stanley
M04157,Delta Care 4157,Pharmacy,Medium,2022-08-25,Active,T+1,Alexandria,Borg El Arab
M04158,Lotus Transit 4158,Transportation,Micro,2022-10-19,Active,T+2,Cairo,Ain Shams
M04159,Metro Foods 4159,Grocery,Small,2021-05-15,Temporarily Suspended,T+1,Kafr El Sheikh,Sidi Salem
M04160,Delta Foods 4160,Grocery,Medium,2023-04-11,Temporarily Suspended,T+1,Cairo,New Cairo - Central
M04161,Lotus Style 4161,Fashion,Micro,2023-03-01,Active,T+1,Alexandria,Borg El Arab - Central
M04162,Prime Ride 4162,Transportation,Small,2022-07-12,Active,T+0,Luxor,Esna
M04163,Sun Health 4163,Healthcare,Micro,2022-06-29,Active,T+0,Giza,Mohandessin - Central
M04164,Smart Health 4164,Healthcare,Medium,2022-03-18,Active,T+1,Sharqia,Abu Hammad
M04165,Blue Kitchen 4165,Restaurants,Medium,2023-08-08,Active,T+2,Alexandria,Stanley - Central
M04166,Urban Mart 4166,Grocery,Micro,2021-12-21,Active,T+1,Sharqia,Abu Hammad
M04167,Metro Mobile 4167,Telecom,Medium,2024-08-21,Active,T+1,Red Sea,Safaga
M04168,Sun Station 4168,Fuel,Micro,2023-07-22,Active,T+1,Cairo,New Cairo - Central
M04169,Pyramid Station 4169,Fuel,Medium,2022-04-27,Active,T+2,Giza,Dokki - Central
M04170,Elite Care 4170,Pharmacy,Small,2023-06-23,Active,T+1,Giza,Imbaba - Central
M04171,Green Wear 4171,Fashion,Small,2021-01-31,Active,T+0,Assiut,Assiut - Central
M04172,Pyramid Store 4172,E-Commerce,Micro,2022-08-28,Active,T+1,Minya,Beni Mazar - Central
M04173,Golden Online 4173,E-Commerce,Micro,2022-01-05,Active,T+0,Beheira,Nubaria
M04174,Prime Market 4174,Grocery,Medium,2023-01-24,Active,T+1,Giza,Mohandessin - Central
M04175,Prime Tech 4175,Electronics,Medium,2024-07-19,Active,T+1,Dakahlia,Mit Ghamr - Central
M04176,Royal Ride 4176,Transportation,Micro,2021-06-29,Active,T+1,Giza,Dokki - Central
M04177,Nile Foods 4177,Grocery,Small,2022-12-28,Active,T+0,Cairo,New Cairo - Central
M04178,Nova Fuel 4178,Fuel,Enterprise,2023-09-19,Active,T+1,Cairo,Nasr City - Central
M04179,Metro Academy 4179,Education,Small,2022-02-09,Active,T+1,Qalyubia,Obour - Central
M04180,Quick Foods 4180,Grocery,Micro,2023-09-21,Active,T+1,Dakahlia,Mansoura
M04181,Metro Online 4181,E-Commerce,Small,2023-11-28,Active,T+2,Minya,Beni Mazar - Central
M04182,Quick Kitchen 4182,Restaurants,Micro,2025-05-13,Active,T+1,Alexandria,Stanley
M04183,Sun Cinema 4183,Entertainment,Medium,2022-07-21,Active,T+0,Beheira,Nubaria - Central
M04184,Royal Pharmacy 4184,Pharmacy,Enterprise,2021-08-31,Active,T+1,Fayoum,Sinnuris - Central
M04185,Lotus Station 4185,Fuel,Small,2022-01-26,Active,T+0,Aswan,Aswan
M04186,Pyramid Tech 4186,Electronics,Medium,2022-08-28,Active,T+1,Beheira,Rashid
M04187,Nova Style 4187,Fashion,Enterprise,2022-07-02,Active,T+2,Cairo,Nasr City - Central
M04188,Pyramid Foods 4188,Grocery,Small,2023-07-21,Active,T+2,South Sinai,El Tor
